snapshot_no,time,vehicle_id,x,y
32,72.0,16,645730.17,5493287.37
32,72.0,17,645300.9,5493485.58
32,72.0,18,645639.97,5493666.1
32,72.0,19,645120.42,5493019.72
32,72.0,2,645198.9,5493498.12
32,72.0,20,646339.19,5493338.96
32,72.0,22,646149.4,5493678.94
32,72.0,24,645702.35,5493604.53
32,72.0,25,646248.07,5493694.97
32,72.0,26,646298.75,5493685.83
32,72.0,27,645560.63,5494087.57
32,72.0,28,645765.67,5493645.41
32,72.0,29,646335.58,5493472.92
32,72.0,3,646114.32,5493673.35
32,72.0,30,645757.31,5493442.05
32,72.0,31,644772.97,5493940.27
32,72.0,32,644782.72,5493790.47
32,72.0,33,645786.73,5493450.48
32,72.0,34,646185.18,5493917.65
32,72.0,35,646003.18,5493656.55
32,72.0,36,645717.16,5493448.68
32,72.0,37,646029.87,5493641.28
32,72.0,38,645417.22,5493491.41
32,72.0,39,646404.99,5493701.26
32,72.0,4,646028.43,5493650.63
32,72.0,40,645799.51,5493180.63
32,72.0,41,646028.51,5493713.13
32,72.0,42,645508.06,5493614.52
32,72.0,43,644851.11,5493496.27
32,72.0,44,645784.05,5493653.83
32,72.0,45,645452.97,5493473.98
32,72.0,46,645404.29,5493985.24
32,72.0,47,644943.45,5493577.43
32,72.0,48,645329.03,5494043.08
32,72.0,5,645481.54,5493474.66
32,72.0,6,646463.57,5492831.53
32,72.0,7,646532.15,5493751.47
32,72.0,8,645182.22,5493514.49
32,72.0,9,645583.28,5493477.24
33,74.0,0,644685.12,5493569.66
33,74.0,1,646062.95,5493664.51
33,74.0,10,645794.47,5493653.32
33,74.0,11,645759.79,5493566.27
33,74.0,12,645344.25,5493671.64
33,74.0,13,645442.23,5493779.01
33,74.0,14,645585.87,5493727.94
33,74.0,15,646610.89,5493614.67
33,74.0,16,645734.04,5493264.08
33,74.0,17,645332.11,5493483.53
33,74.0,18,645658.05,5493647.62
33,74.0,19,645100.32,5492976.64
33,74.0,2,645232.0,5493492.58
33,74.0,20,646355.41,5493334.43
33,74.0,22,646124.23,5493675.04
33,74.0,24,645721.03,5493585.44
33,74.0,25,646223.69,5493691.78
33,74.0,26,646296.63,5493700.28
33,74.0,27,645584.7,5494086.33
33,74.0,28,645757.89,5493622.14
33,74.0,29,646332.73,5493488.35
33,74.0,3,646086.6,5493668.64
33,74.0,30,645785.21,5493437.1
33,74.0,31,644757.7,5493938.48
33,74.0,32,644763.52,5493793.9
33,74.0,33,645748.98,5493456.95
33,74.0,34,646168.55,5493917.89
33,74.0,35,645972.2,5493654.61
33,74.0,36,645733.22,5493453.17
33,74.0,37,646028.99,5493647.45
33,74.0,38,645385.06,5493494.17
33,74.0,39,646437.53,5493703.07
33,74.0,4,646024.04,5493656.88
33,74.0,40,645809.2,5493188.95
33,74.0,41,646029.29,5493738.01
33,74.0,42,645502.63,5493642.47
33,74.0,43,644836.44,5493520.48
33,74.0,44,645769.1,5493646.68
33,74.0,45,645487.36,5493470.94
33,74.0,46,645419.17,5493960.47
33,74.0,47,644975.03,5493563.12
33,74.0,48,645340.95,5494021.82
33,74.0,5,645508.98,5493472.24
33,74.0,6,646486.98,5492792.02
33,74.0,7,646525.12,5493764.29
33,74.0,8,645151.9,5493521.58
33,74.0,9,645554.95,5493480.13
34,76.0,0,644703.14,5493607.17
34,76.0,1,646040.32,5493660.67
34,76.0,10,645778.34,5493653.85
34,76.0,11,645764.7,5493594.3
34,76.0,12,645335.25,5493699.16
34,76.0,13,645427.47,5493806.34
34,76.0,14,645567.03,5493747.85
34,76.0,15,646603.4,5493628.02
34,76.0,16,645733.69,5493239.79
34,76.0,17,645363.31,5493481.45
34,76.0,18,645676.27,5493629.26
34,76.0,19,645087.33,5492948.81
34,76.0,2,645265.41,5493488.97
34,76.0,20,646370.9,5493328.06
34,76.0,22,646096.68,5493670.35
34,76.0,24,645733.51,5493564.58
34,76.0,25,646199.4,5493687.94
34,76.0,26,646294.02,5493720.02
34,76.0,27,645608.77,5494085.04
34,76.0,28,645749.99,5493598.19
34,76.0,29,646329.77,5493503.73
34,76.0,3,646061.5,5493664.23
34,76.0,30,645820.4,5493427.5
34,76.0,31,644742.56,5493936.14
34,76.0,32,644744.29,5493797.23
34,76.0,33,645711.13,5493463.27
34,76.0,34,646151.94,5493918.58
34,76.0,35,645939.78,5493653.57
34,76.0,36,645735.45,5493455.45
34,76.0,37,646028.66,5493649.77
34,76.0,38,645352.87,5493496.93
34,76.0,39,646469.97,5493706.36
34,76.0,4,646008.09,5493656.93
34,76.0,40,645809.08,5493213.01
34,76.0,41,646029.81,5493762.89
34,76.0,42,645493.89,5493669.57
34,76.0,43,644853.69,5493558.47
34,76.0,44,645761.05,5493621.51
34,76.0,45,645521.74,5493467.9
34,76.0,46,645434.29,5493935.84
34,76.0,47,645009.01,5493550.68
34,76.0,48,645350.77,5494009.93
34,76.0,5,645536.42,5493469.82
34,76.0,6,646503.57,5492748.88
34,76.0,7,646518.08,5493777.14
34,76.0,8,645121.81,5493529.16
34,76.0,9,645526.61,5493482.12
35,78.0,0,644743.87,5493607.95
35,78.0,1,646024.7,5493658.46
35,78.0,10,645763.87,5493639.58
35,78.0,11,645769.34,5493622.34
35,78.0,12,645324.21,5493725.85
35,78.0,13,645413.87,5493834.28
35,78.0,14,645548.2,5493767.76
35,78.0,15,646595.86,5493641.34
35,78.0,16,645733.07,5493215.86
35,78.0,17,645395.07,5493482.25
35,78.0,18,645695.05,5493611.44
35,78.0,19,645085.51,5492937.35
35,78.0,2,645298.79,5493485.77
35,78.0,20,646384.71,5493320.92
35,78.0,22,646070.38,5493665.88
35,78.0,24,645737.21,5493557.24
35,78.0,25,646175.15,5493683.83
35,78.0,26,646291.12,5493742.65
35,78.0,27,645632.82,5494083.37
35,78.0,28,645744.3,5493573.42
35,78.0,29,646326.98,5493519.13
35,78.0,3,646043.2,5493661.14
35,78.0,30,645861.75,5493411.51
35,78.0,31,644728.21,5493930.63
35,78.0,32,644725.15,5493801.06
35,78.0,33,645672.94,5493467.78
35,78.0,34,646135.35,5493919.26
35,78.0,35,645907.37,5493652.79
35,78.0,36,645740.04,5493462.68
35,78.0,37,646028.66,5493649.77
35,78.0,38,645320.67,5493499.52
35,78.0,39,646502.05,5493712.09
35,78.0,4,645984.07,5493655.22
35,78.0,40,645808.92,5493243.06
35,78.0,41,646030.4,5493787.75
35,78.0,42,645483.46,5493696.1
35,78.0,43,644818.86,5493577.63
35,78.0,44,645752.05,5493592.67
35,78.0,45,645556.05,5493464.87
35,78.0,46,645449.38,5493911.25
35,78.0,47,645043.08,5493538.61
35,78.0,48,645366.71,5494022.9
35,78.0,5,645563.9,5493467.16
35,78.0,6,646521.52,5492706.92
35,78.0,7,646512.37,5493790.58
35,78.0,8,645091.87,5493537.53
35,78.0,9,645498.29,5493484.46
36,80.0,0,644786.84,5493588.94
36,80.0,1,646001.69,5493656.44
36,80.0,10,645754.83,5493613.21
36,80.0,11,645776.41,5493649.6
36,80.0,12,645312.2,5493752.14
36,80.0,13,645400.63,5493862.37
36,80.0,14,645529.34,5493787.69
36,80.0,15,646588.1,5493654.54
36,80.0,16,645732.46,5493197.66
36,80.0,17,645426.2,5493479.54
36,80.0,18,645714.23,5493594.02
36,80.0,19,645094.14,5492955.83
36,80.0,2,645332.33,5493483.52
36,80.0,20,646399.09,5493312.46
36,80.0,22,646048.98,5493662.09
36,80.0,24,645737.21,5493557.24
36,80.0,25,646150.92,5493679.5
36,80.0,26,646288.32,5493764.61
36,80.0,27,645656.9,5494082.06
36,80.0,28,645739.49,5493548.46
36,80.0,29,646324.52,5493534.61
36,80.0,3,646027.39,5493658.79
36,80.0,30,645907.11,5493385.79
36,80.0,31,644716.53,5493920.85
36,80.0,32,644706.11,5493805.31
36,80.0,33,645634.75,5493471.81
36,80.0,34,646118.76,5493919.94
36,80.0,35,645874.95,5493652.72
36,80.0,36,645742.78,5493478.73
36,80.0,37,646028.66,5493649.77
36,80.0,38,645288.45,5493502.12
36,80.0,39,646533.46,5493719.77
36,80.0,4,645955.63,5493654.08
36,80.0,40,645815.23,5493270.04
36,80.0,41,646031.65,5493812.59
36,80.0,42,645471.16,5493721.8
36,80.0,43,644787.12,5493592.33
36,80.0,44,645745.5,5493563.29
36,80.0,45,645590.27,5493460.83
36,80.0,46,645464.49,5493886.65
36,80.0,47,645077.63,5493527.87
36,80.0,48,645378.97,5494027.28
36,80.0,5,645591.28,5493463.93
36,80.0,6,646557.24,5492682.66
36,80.0,7,646507.3,5493804.28
36,80.0,8,645062.17,5493546.7
36,80.0,9,645469.98,5493486.89
37,82.0,0,644829.46,5493569.2
37,82.0,1,645975.79,5493654.73
37,82.0,10,645746.65,5493584.1
37,82.0,11,645804.5,5493650.06
37,82.0,12,645301.49,5493779.02
37,82.0,13,645375.27,5493877.93
37,82.0,14,645514.77,5493810.88
37,82.0,15,646580.34,5493667.73
37,82.0,16,645731.94,5493183.21
37,82.0,17,645457.33,5493476.8
37,82.0,18,645726.55,5493576.19
37,82.0,19,645105.9,5492981.04
37,82.0,2,645366.46,5493484.42
37,82.0,20,646413.16,5493303.22
37,82.0,22,646032.85,5493658.91
37,82.0,24,645737.21,5493557.24
37,82.0,25,646126.67,5493675.46
37,82.0,26,646287.33,5493781.15
37,82.0,27,645681.04,5494081.74
37,82.0,28,645735.39,5493523.47
37,82.0,29,646322.17,5493549.43
37,82.0,3,646004.54,5493656.65
37,82.0,30,645955.22,5493349.81
37,82.0,31,644710.91,5493907.19
37,82.0,32,644695.9,5493817.63
37,82.0,33,645596.58,5493475.83
37,82.0,34,646102.17,5493920.62
37,82.0,35,645842.53,5493653.05
37,82.0,36,645749.55,5493502.57
37,82.0,37,646028.48,5493650.46
37,82.0,38,645256.19,5493503.99
37,82.0,39,646551.03,5493711.27
37,82.0,4,645927.15,5493653.17
37,82.0,40,645844.07,5493262.15
37,82.0,41,646033.07,5493837.44
37,82.0,42,645458.48,5493747.32
37,82.0,43,644770.72,5493598.77
37,82.0,44,645740.29,5493533.61
37,82.0,45,645624.49,5493456.79
37,82.0,46,645479.58,5493862.08
37,82.0,47,645112.48,5493518.06
37,82.0,48,645390.69,5494008.16
37,82.0,5,645618.66,5493460.7
37,82.0,6,646603.28,5492677.71
37,82.0,7,646502.52,5493817.89
37,82.0,8,645033.05,5493557.53
37,82.0,9,645441.64,5493489.32
38,84.0,0,644840.8,5493537.84
38,84.0,1,645949.88,5493653.89
38,84.0,10,645740.58,5493554.47
38,84.0,11,645832.87,5493649.91
38,84.0,12,645295.22,5493807.29
38,84.0,13,645364.32,5493902.5
38,84.0,14,645500.44,5493834.22
38,84.0,15,646572.58,5493680.94
38,84.0,16,645731.42,5493168.75
38,84.0,17,645488.45,5493474.05
38,84.0,18,645731.96,5493567.17
38,84.0,19,645120.82,5493013.0
38,84.0,2,645399.88,5493481.87
38,84.0,20,646425.89,5493292.31
38,84.0,22,646050.02,5493659.01
38,84.0,24,645737.21,5493557.24
38,84.0,25,646102.44,5493671.33
38,84.0,26,646287.16,5493794.8
38,84.0,27,645705.16,5494081.41
38,84.0,28,645731.28,5493498.45
38,84.0,29,646313.12,5493560.11
38,84.0,3,645975.75,5493654.72
38,84.0,30,646002.23,5493308.15
38,84.0,31,644707.8,5493892.15
38,84.0,32,644699.63,5493836.78
38,84.0,33,645558.45,5493479.86
38,84.0,34,646085.58,5493921.3
38,84.0,35,645810.11,5493653.23
38,84.0,36,645753.74,5493529.74
38,84.0,37,646024.71,5493656.56
38,84.0,38,645223.51,5493504.73
38,84.0,39,646560.93,5493694.44
38,84.0,4,645901.09,5493652.75
38,84.0,40,645872.46,5493251.04
38,84.0,41,646034.5,5493862.29
38,84.0,42,645445.61,5493772.76
38,84.0,43,644759.44,5493585.18
38,84.0,44,645735.4,5493503.78
38,84.0,45,645658.73,5493452.75
38,84.0,46,645494.67,5493837.49
38,84.0,47,645147.56,5493509.22
38,84.0,48,645404.72,5493984.52
38,84.0,5,645646.06,5493457.47
38,84.0,6,646649.51,5492678.47
38,84.0,7,646498.37,5493831.65
38,84.0,8,645004.16,5493568.94
38,84.0,9,645413.31,5493491.75
39,86.0,0,644832.31,5493501.89
39,86.0,1,645923.96,5493653.06
39,86.0,10,645735.59,5493524.7
39,86.0,11,645861.23,5493649.63
39,86.0,12,645291.65,5493834.45
39,86.0,13,645360.47,5493933.32
39,86.0,14,645486.11,5493857.55
39,86.0,15,646564.83,5493694.12
39,86.0,16,645730.9,5493154.24
39,86.0,17,645519.52,5493471.31
39,86.0,18,645734.33,5493563.22
39,86.0,19,645138.86,5493051.66
39,86.0,2,645433.26,5493478.92
39,86.0,20,646436.68,5493281.66
39,86.0,22,646076.56,5493663.68
39,86.0,24,645738.79,5493554.16
39,86.0,25,646078.23,5493667.22
39,86.0,26,646286.99,5493808.42
39,86.0,27,645729.25,5494081.09
39,86.0,28,645717.83,5493477.6
39,86.0,29,646297.48,5493559.36
39,86.0,3,645947.77,5493653.83
39,86.0,30,646046.34,5493263.38
39,86.0,31,644704.69,5493877.08
39,86.0,32,644703.57,5493855.86
39,86.0,33,645520.19,5493482.62
39,86.0,34,646068.99,5493921.98
39,86.0,35,645786.78,5493653.68
39,86.0,36,645758.06,5493556.88
39,86.0,37,646009.88,5493657.06
39,86.0,38,645191.46,5493509.1
39,86.0,39,646570.81,5493677.63
39,86.0,4,645895.89,5493649.53
39,86.0,40,645900.84,5493239.93
39,86.0,41,646035.93,5493887.12
39,86.0,42,645432.05,5493797.86
39,86.0,43,644747.67,5493561.38
39,86.0,44,645731.87,5493476.94
39,86.0,45,645692.94,5493448.68
39,86.0,46,645509.78,5493812.88
39,86.0,47,645182.85,5493501.17
39,86.0,48,645418.91,5493960.88
39,86.0,5,645673.43,5493454.24
39,86.0,6,646695.87,5492679.73
39,86.0,7,646494.97,5493845.64
39,86.0,8,644974.99,5493579.74
39,86.0,9,645384.99,5493494.18
40,88.0,0,644849.89,5493493.32
40,88.0,1,645898.05,5493652.74
40,88.0,10,645730.47,5493495.07
40,88.0,11,645889.45,5493649.5
40,88.0,12,645290.76,5493850.63
40,88.0,13,645356.96,5493964.17
40,88.0,14,645471.77,5493880.91
40,88.0,15,646557.06,5493707.33
40,88.0,16,645730.38,5493139.74
40,88.0,17,645550.64,5493468.57
40,88.0,18,645738.19,5493555.29
40,88.0,19,645159.88,5493096.68
40,88.0,2,645466.67,5493475.98
40,88.0,20,646452.83,5493286.74
40,88.0,22,646104.11,5493668.37
40,88.0,24,645741.82,5493542.94
40,88.0,25,646054.03,5493662.92
40,88.0,26,646286.83,5493822.07
40,88.0,27,645753.36,5494080.77
40,88.0,28,645705.39,5493466.76
40,88.0,29,646281.85,5493558.33
40,88.0,3,645920.61,5493652.96
40,88.0,30,646090.45,5493218.6
40,88.0,31,644701.58,5493862.02
40,88.0,32,644707.52,5493874.95
40,88.0,33,645481.99,5493485.86
40,88.0,34,646052.4,5493922.66
40,88.0,35,645770.86,5493650.73
40,88.0,36,645762.96,5493583.97
40,88.0,37,645986.69,5493655.39
40,88.0,38,645159.96,5493516.4
40,88.0,39,646580.71,5493660.78
40,88.0,4,645918.0,5493649.67
40,88.0,40,645929.07,5493228.38
40,88.0,41,646037.22,5493909.71
40,88.0,42,645419.16,5493823.26
40,88.0,43,644732.7,5493531.09
40,88.0,44,645730.61,5493466.25
40,88.0,45,645727.19,5493443.84
40,88.0,46,645524.88,5493788.28
40,88.0,47,645218.48,5493494.84
40,88.0,48,645433.33,5493937.39
40,88.0,5,645700.8,5493450.85
40,88.0,6,646742.21,5492681.23
40,88.0,7,646493.32,5493860.14
40,88.0,8,644946.58,5493592.36
40,88.0,9,645356.67,5493496.61
41,90.0,0,644866.7,5493491.02
41,90.0,1,645872.12,5493652.72
41,90.0,10,645714.87,5493474.16
41,90.0,11,645917.85,5493649.67
41,90.0,12,645310.5,5493856.18
41,90.0,13,645354.04,5493989.78
41,90.0,14,645457.42,5493904.28
41,90.0,15,646549.69,5493719.8
41,90.0,16,645729.85,5493125.26
41,90.0,17,645581.74,5493465.06
41,90.0,18,645741.23,5493539.38
41,90.0,19,645181.59,5493143.19
41,90.0,2,645500.08,5493473.03
41,90.0,20,646471.49,5493305.68
41,90.0,22,646131.55,5493673.04
41,90.0,24,645738.83,5493524.72
41,90.0,25,646035.67,5493659.9
41,90.0,26,646287.22,5493835.59
41,90.0,27,645777.47,5494080.44
41,90.0,28,645685.48,5493466.46
41,90.0,29,646266.21,5493557.31
41,90.0,3,645893.94,5493652.72
41,90.0,30,646134.55,5493173.84
41,90.0,31,644698.46,5493846.93
41,90.0,32,644711.47,5493894.03
41,90.0,33,645443.79,5493489.13
41,90.0,34,646036.83,5493921.07
41,90.0,35,645759.82,5493627.77
41,90.0,36,645767.49,5493611.13
41,90.0,37,645958.6,5493654.17
41,90.0,38,645128.48,5493524.03
41,90.0,39,646590.61,5493643.94
41,90.0,4,645946.18,5493650.57
41,90.0,40,645956.54,5493215.21
41,90.0,41,646036.08,5493916.15
41,90.0,42,645406.83,5493848.94
41,90.0,43,644718.66,5493502.72
41,90.0,44,645730.6,5493466.16
41,90.0,45,645767.04,5493437.21
41,90.0,46,645544.43,5493767.08
41,90.0,47,645254.31,5493489.98
41,90.0,48,645447.77,5493913.89
41,90.0,5,645726.13,5493449.24
41,90.0,6,646788.52,5492682.84
41,90.0,7,646493.0,5493874.78
41,90.0,8,644918.25,5493605.11
41,90.0,9,645328.35,5493498.91
42,92.0,0,644876.39,5493513.77
42,92.0,1,645846.19,5493653.03
42,92.0,10,645702.45,5493464.96
42,92.0,11,645946.19,5493650.57
42,92.0,12,645338.09,5493860.65
42,92.0,13,645353.34,5494005.26
42,92.0,14,645443.1,5493927.62
42,92.0,15,646532.56,5493722.85
42,92.0,16,645729.34,5493111.06
42,92.0,17,645612.77,5493461.4
42,92.0,18,645737.55,5493516.93
42,92.0,19,645203.3,5493189.7
42,92.0,2,645533.45,5493470.08
42,92.0,20,646491.26,5493325.73
42,92.0,22,646148.87,5493676.49
42,92.0,24,645734.75,5493499.82
42,92.0,25,646017.46,5493657.64
42,92.0,26,646290.24,5493848.88
42,92.0,27,645801.6,5494080.12
42,92.0,28,645657.18,5493469.44
42,92.0,29,646250.57,5493556.28
42,92.0,3,645867.57,5493652.74
42,92.0,30,646178.64,5493129.08
42,92.0,31,644695.35,5493831.85
42,92.0,32,644715.42,5493913.14
42,92.0,33,645405.61,5493492.41
42,92.0,34,646033.36,5493898.43
42,92.0,35,645749.92,5493597.88
42,92.0,36,645772.47,5493638.23
42,92.0,37,645930.42,5493653.27
42,92.0,38,645097.3,5493532.69
42,92.0,39,646600.3,5493627.0
42,92.0,4,645974.65,5493651.48
42,92.0,40,645984.04,5493202.04
42,92.0,41,646035.25,5493915.89
42,92.0,42,645390.54,5493870.99
42,92.0,43,644711.04,5493488.23
42,92.0,44,645730.6,5493466.16
42,92.0,45,645813.84,5493426.24
42,92.0,46,645564.25,5493746.13
42,92.0,47,645290.36,5493486.53
42,92.0,48,645462.2,5493890.39
42,92.0,5,645738.24,5493458.32
42,92.0,6,646834.84,5492684.45
42,92.0,7,646492.68,5493889.38
42,92.0,8,644914.97,5493627.48
42,92.0,9,645300.02,5493501.18
43,94.0,0,644885.81,5493541.52
43,94.0,1,645820.24,5493653.18
43,94.0,10,645681.06,5493466.92
43,94.0,11,645974.52,5493651.48
43,94.0,12,645359.79,5493870.81
43,94.0,13,645365.89,5494022.06
43,94.0,14,645428.75,5493950.98
43,94.0,15,646508.48,5493716.96
43,94.0,16,645732.65,5493113.83
43,94.0,17,645643.8,5493457.73
43,94.0,18,645734.57,5493498.72
43,94.0,19,645224.99,5493236.17
43,94.0,2,645566.9,5493466.81
43,94.0,20,646512.1,5493344.67
43,94.0,22,646132.92,5493676.52
43,94.0,24,645732.53,5493482.52
43,94.0,25,645993.33,5493655.81
43,94.0,26,646293.74,5493862.07
43,94.0,27,645821.71,5494079.85
43,94.0,28,645626.89,5493472.64
43,94.0,29,646235.75,5493555.31
43,94.0,3,645841.34,5493653.06
43,94.0,30,646222.75,5493084.32
43,94.0,31,644692.48,5493816.77
43,94.0,32,644728.22,5493927.2
43,94.0,33,645367.41,5493495.68
43,94.0,34,646031.77,5493870.73
43,94.0,35,645742.81,5493566.11
43,94.0,36,645791.42,5493650.24
43,94.0,37,645902.21,5493652.76
43,94.0,38,645066.33,5493542.05
43,94.0,39,646608.78,5493611.9
43,94.0,4,646002.91,5493653.32
43,94.0,40,645999.94,5493181.6
43,94.0,41,646033.93,5493908.28
43,94.0,42,645366.96,5493882.75
43,94.0,43,644697.98,5493472.91
43,94.0,44,645730.94,5493465.34
43,94.0,45,645865.53,5493406.39
43,94.0,46,645584.08,5493725.18
43,94.0,47,645327.1,5493487.04
43,94.0,48,645476.64,5493866.85
43,94.0,5,645745.97,5493478.4
43,94.0,6,646879.09,5492686.43
43,94.0,7,646492.37,5493904.02
43,94.0,8,644923.41,5493651.97
43,94.0,9,645271.66,5493503.02
44,96.0,0,644895.22,5493569.23
44,96.0,1,645794.7,5493653.31
44,96.0,10,645652.15,5493469.97
44,96.0,11,645998.37,5493652.97
44,96.0,12,645366.88,5493883.33
44,96.0,13,645377.66,5494032.14
44,96.0,14,645414.45,5493974.38
44,96.0,15,646483.51,5493711.31
44,96.0,16,645733.17,5493128.33
44,96.0,17,645674.85,5493454.07
44,96.0,18,645732.91,5493485.67
44,96.0,19,645242.3,5493273.26
44,96.0,2,645600.24,5493462.88
44,96.0,20,646533.39,5493363.05
44,96.0,22,646107.11,5493672.13
44,96.0,24,645731.19,5493471.13
44,96.0,25,645968.82,5493654.5
44,96.0,26,646297.25,5493875.25
44,96.0,27,645830.62,5494069.86
44,96.0,28,645596.58,5493475.84
44,96.0,29,646220.12,5493554.02
44,96.0,3,645815.41,5493653.2
44,96.0,30,646267.14,5493039.84
44,96.0,31,644698.5,5493805.18
44,96.0,32,644746.49,5493933.93
44,96.0,33,645329.2,5493498.84
44,96.0,34,646030.18,5493842.99
44,96.0,35,645737.14,5493534.13
44,96.0,36,645818.93,5493649.98
44,96.0,37,645874.04,5493652.72
44,96.0,38,645035.91,5493552.93
44,96.0,39,646617.92,5493596.11
44,96.0,4,646020.45,5493655.72
44,96.0,40,645999.81,5493151.12
44,96.0,41,646033.04,5493892.83
44,96.0,42,645363.18,5493911.0
44,96.0,43,644687.67,5493450.04
44,96.0,44,645736.35,5493460.68
44,96.0,45,645914.47,5493376.79
44,96.0,46,645603.9,5493704.23
44,96.0,47,645363.16,5493484.67
44,96.0,48,645491.09,5493843.33
44,96.0,5,645749.32,5493501.1
44,96.0,6,646881.9,5492719.99
44,96.0,7,646492.14,5493918.68
44,96.0,8,644931.85,5493676.49
44,96.0,9,645243.33,5493505.26
45,98.0,0,644901.58,5493587.96
45,98.0,1,645778.38,5493653.85
45,98.0,10,645616.8,5493473.7
45,98.0,11,646021.44,5493655.09
45,98.0,12,645363.75,5493906.72
45,98.0,13,645396.75,5494044.05
45,98.0,14,645400.48,5493997.94
45,98.0,15,646458.08,5493708.28
45,98.0,16,645733.69,5493142.82
45,98.0,17,645705.9,5493450.18
45,98.0,18,645731.84,5493476.64
45,98.0,19,645252.01,5493294.06
45,98.0,2,645633.54,5493458.95
45,98.0,20,646554.31,5493381.88
45,98.0,22,646079.55,5493667.44
45,98.0,24,645730.6,5493466.16
45,98.0,25,645944.25,5493653.71
45,98.0,26,646300.74,5493888.38
45,98.0,27,645828.19,5494046.36
45,98.0,28,645566.28,5493479.03
45,98.0,29,646204.47,5493552.7
45,98.0,3,645796.44,5493653.31
45,98.0,30,646311.7,5492995.55
45,98.0,31,644713.03,5493800.49
45,98.0,32,644765.87,5493936.21
45,98.0,33,645290.45,5493498.74
45,98.0,34,646028.6,5493815.25
45,98.0,35,645731.89,5493502.15
45,98.0,36,645846.41,5493649.83
45,98.0,37,645845.87,5493653.04
45,98.0,38,645005.85,5493564.9
45,98.0,39,646627.98,5493579.38
45,98.0,4,646002.07,5493656.47
45,98.0,40,645999.3,5493121.97
45,98.0,41,646031.74,5493870.16
45,98.0,42,645359.79,5493939.31
45,98.0,43,644682.42,5493435.57
45,98.0,44,645742.22,5493474.6
45,98.0,45,645961.06,5493344.81
45,98.0,46,645623.7,5493683.3
45,98.0,47,645399.17,5493481.93
45,98.0,48,645505.52,5493819.82
45,98.0,5,645752.83,5493523.81
45,98.0,6,646883.1,5492754.6
45,98.0,7,646493.29,5493933.29
45,98.0,8,644940.32,5493701.04
45,98.0,9,645214.51,5493505.96
46,100.0,0,644915.23,5493590.99
46,100.0,1,645763.71,5493639.11
46,100.0,10,645580.78,5493477.5
46,100.0,11,646028.03,5493680.4
46,100.0,12,645360.24,5493935.34
46,100.0,13,645424.24,5494055.92
46,100.0,14,645386.75,5494020.9
46,100.0,15,646432.59,5493705.82
46,100.0,16,645734.21,5493157.32
46,100.0,17,645729.32,5493450.93
46,100.0,18,645731.54,5493474.1
46,100.0,19,645252.74,5493309.07
46,100.0,2,645666.86,5493455.01
46,100.0,20,646575.24,5493400.74
46,100.0,22,646052.17,5493662.62
46,100.0,24,645730.6,5493466.16
46,100.0,25,645919.67,5493652.93
46,100.0,26,646304.24,5493901.56
46,100.0,27,645825.7,5494022.4
46,100.0,28,645535.91,5493481.44
46,100.0,29,646188.84,5493551.4
46,100.0,3,645780.1,5493653.94
46,100.0,30,646356.1,5492951.41
46,100.0,31,644728.05,5493797.13
46,100.0,32,644785.23,5493938.48
46,100.0,33,645252.13,5493501.17
46,100.0,34,646027.19,5493787.5
46,100.0,35,645717.37,5493477.06
46,100.0,36,645873.91,5493649.52
46,100.0,37,645817.67,5493653.19
46,100.0,38,644975.5,5493576.15
46,100.0,39,646638.04,5493562.62
46,100.0,4,645975.03,5493654.7
46,100.0,40,645998.61,5493105.41
46,100.0,41,646030.32,5493845.33
46,100.0,42,645356.57,5493967.62
46,100.0,43,644698.63,5493423.7
46,100.0,44,645748.84,5493497.99
46,100.0,45,646003.92,5493306.43
46,100.0,46,645643.55,5493662.31
46,100.0,47,645435.15,5493478.76
46,100.0,48,645519.95,5493796.32
46,100.0,5,645756.33,5493546.5
46,100.0,6,646885.74,5492789.25
46,100.0,7,646494.44,5493947.86
46,100.0,8,644948.94,5493725.5
46,100.0,9,645186.4,5493510.21
47,102.0,0,644938.69,5493579.71
47,102.0,1,645755.38,5493614.83
47,102.0,10,645544.71,5493480.84
47,102.0,11,646028.45,5493708.8
47,102.0,12,645357.06,5493963.29
47,102.0,13,645452.77,5494068.24
47,102.0,14,645376.57,5494032.58
47,102.0,15,646407.02,5493704.51
47,102.0,16,645734.74,5493171.82
47,102.0,17,645740.05,5493462.72
47,102.0,18,645731.48,5493473.63
47,102.0,19,645230.44,5493319.27
47,102.0,2,645700.2,5493450.93
47,102.0,20,646594.64,5493421.1
47,102.0,22,646034.34,5493659.68
47,102.0,24,645730.72,5493465.8
47,102.0,25,645895.08,5493652.72
47,102.0,26,646307.63,5493914.68
47,102.0,27,645823.12,5493998.4
47,102.0,28,645505.55,5493483.84
47,102.0,29,646179.54,5493565.41
47,102.0,3,645764.53,5493641.5
47,102.0,30,646391.08,5492912.21
47,102.0,31,644743.16,5493794.18
47,102.0,32,644804.58,5493940.75
47,102.0,33,645214.03,5493506.02
47,102.0,34,646026.54,5493759.7
47,102.0,35,645705.24,5493466.63
47,102.0,36,645901.45,5493649.56
47,102.0,37,645791.59,5493653.43
47,102.0,38,644945.87,5493589.17
47,102.0,39,646648.08,5493545.92
47,102.0,4,645946.58,5493653.79
47,102.0,40,645982.21,5493106.93
47,102.0,41,646028.89,5493820.46
47,102.0,42,645353.87,5493991.33
47,102.0,43,644724.78,5493411.56
47,102.0,44,645753.4,5493527.49
