Step,Temp,X,Y,Lat,Lon,PDR,Accepted,IsBest
58,0.45599448334722764,1200.508790992753,2285.3124951210407,49.58167359270505,11.015166641356423,0.07446808510638298,True,False
59,0.45599448334722764,1211.1775671745568,2327.556566733222,49.58205076124888,11.015329785503452,0.0,True,False
60,0.45599448334722764,1294.3452273803823,2214.213904532603,49.58101187496001,11.0164375983767,0.7765957446808511,True,False
61,0.3875953108451435,1294.3452273803823,2214.213904532603,49.58101187496001,11.0164375983767,0.7765957446808511,False,False
62,0.3875953108451435,1294.3452273803823,2214.213904532603,49.58101187496001,11.0164375983767,0.7765957446808511,False,False
63,0.3875953108451435,1294.3452273803823,2214.213904532603,49.58101187496001,11.0164375983767,0.7765957446808511,False,False
64,0.32945601421837195,1149.9002899999355,2253.6543854729607,49.5814011979919,11.014455249039434,0.031914893617021274,True,False
65,0.32945601421837195,1063.6529523446652,2213.639255764485,49.581062251017734,11.013248064136548,0.0,True,False
66,0.32945601421837195,1023.1905719848843,2354.86566641234,49.58234148917269,11.012740910265173,0.0,True,False
67,0.28003761208561617,1129.219898638462,2262.482375362293,49.581485531797725,11.014172608131231,0.0,True,False
68,0.28003761208561617,1018.6653565435236,2298.521484265221,49.58183609122288,11.01265750588378,0.0,True,False
69,0.28003761208561617,1039.519515899048,2165.634992088972,49.580636538764885,11.012896660819512,0.0,True,False
70,0.23803197027277373,923.4386690654696,2276.099298030068,49.58165742943011,11.011332684205048,0.0,True,False
71,0.23803197027277373,947.6677576203145,2311.7308813062373,49.581971903498584,11.011680829710588,0.0,True,False
72,0.23803197027277373,1017.4070342761794,2409.5692853915016,49.58283461916877,11.012681185661979,0.0,True,False
73,0.20232717473185766,912.382839934471,2554.1943543697944,49.584159926587866,11.011282631004367,0.0,True,False
74,0.20232717473185766,1020.952934622826,2491.070293618668,49.58356639096,11.012760358884236,0.0,True,False
75,0.20232717473185766,1082.4074163081773,2354.1790802694354,49.58232107195615,11.013559351808187,0.0,True,False
76,0.17197809852207901,1178.2670241816006,2295.770740864351,49.58177295877293,11.014863017504657,0.0,True,False
77,0.17197809852207901,1177.4380413514082,2394.932885381699,49.58266454054107,11.014888276648126,0.0,True,False
78,0.17197809852207901,1201.7912297629327,2269.64944465899,49.58153248658374,11.01517857046394,0.15957446808510636,True,False
79,0.14618138374376716,1120.8234576231755,2322.9944728657783,49.582031504506894,11.014078924698405,0.0,True,False
80,0.14618138374376716,1188.411833677085,2432.936396520026,49.58300351698348,11.015054068736472,0.0,True,False
81,0.14618138374376716,1130.9818590419666,2387.6201076473067,49.58260998852007,11.0142432910899,0.0,True,False
82,0.12425417618220208,986.031918213245,2503.6148910010857,49.583687554456915,11.012282189590955,0.0,True,False
83,0.12425417618220208,988.192254484709,2494.671109141985,49.58360663797556,11.012308750043854,0.0,True,False
84,0.12425417618220208,1065.5710033947673,2511.1225726022776,49.58373591055336,11.013384656623414,0.0,True,False
85,0.10561604975487177,1063.6036862879348,2482.4773684383413,49.58347888801455,11.013346857005102,0.0,True,False
86,0.10561604975487177,1085.1619188406678,2489.1779446264986,49.58353393335416,11.0136473945926,0.0,True,False
87,0.10561604975487177,1142.895436155932,2561.132981579504,49.58416685209074,11.014472242902576,0.0,True,False
